book_id,isbn,isbn13,authors,original_publication_year,original_title,title,average_rating
252,312641893,9780312641890,Marissa Meyer,2012,Cinder,"Cinder (The Lunar Chronicles, #1)",4.15
253,316206849,9780316206850,"Robert Galbraith, J.K. Rowling",2013,The Cuckoo's Calling,"The Cuckoo's Calling (Cormoran Strike, #1)",3.83
254,545123267,9780545123270,Maggie Stiefvater,2009,Shiver,"Shiver (The Wolves of Mercy Falls, #1)",3.78
255,452011876,9780452011880,"Ayn Rand, Leonard Peikoff",1957,Atlas Shrugged,Atlas Shrugged,3.68
256,143038257,9780143038250,"Greg Mortenson, David Oliver Relin",2006,Three Cups of Tea ,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,3.64
258,143034901,9780143034900,"Carlos Ruiz Zafón, Lucia Graves",2001,La sombra del viento,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",4.24
259,385738757,9780385738750,James Dashner,2010,The Scorch Trials,"The Scorch Trials (Maze Runner, #2)",3.93
261,767900383,9780767900390,Frances Mayes,1996,Under the Tuscan Sun,Under the Tuscan Sun,3.72
262,399167064,9780399167060,Liane Moriarty,2014,Big Little Lies,Big Little Lies,4.2
263,590920685,9780590920680,Gail Carson Levine,1997,Ella Enchanted,Ella Enchanted,3.97
264,743297334,9780743297330,Ernest Hemingway,1926,The Sun Also Rises,The Sun Also Rises,3.83
265,61120073,9780061120080,Betty  Smith,1943,A Tree Grows In Brooklyn ,A Tree Grows in Brooklyn,4.24
266,446677388,9780446677390,James Patterson,1995,Kiss the Girls,"Kiss the Girls (Alex Cross, #2)",3.93
267,312577222,9780312577220,Kristin Hannah,2015,The Nightingale,The Nightingale,4.54
268,1400078776,9781400078780,Kazuo Ishiguro,2005,Never Let Me Go,Never Let Me Go,3.8
269,786890754,9780786890750,Cecelia Ahern,2003,"PS, I Love You",P.S. I Love You,4.01
270,1844080382,9781844080380,"Daphne du Maurier, Sally Beauman",1938,Rebecca,Rebecca,4.2
271,156030306,9780156030300,Daniel Keyes,1966,Flowers for Algernon,Flowers for Algernon,4.07
272,552995878,9780552995870,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,Como agua para chocolate,Like Water for Chocolate,3.94
273,812968069,9780812968060,Lisa See,2005,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,4.05
274,451205766,9780451205770,"Mario Puzo, Robert Thompson, Peter Bart",1969,The Godfather,The Godfather,4.36
275,525476881,9780525476890,John Green,2006,An Abundance of Katherines,An Abundance of Katherines,3.63
276,553803719,9780553803720,Isaac Asimov,1951,Foundation,Foundation (Foundation #1),4.13
277,62255657,9780062255660,Neil Gaiman,2013,The Ocean at the End of the Lane,The Ocean at the End of the Lane,3.99
278,60513063,9780060513060,Shel Silverstein,1981,A Light in the Attic,A Light in the Attic,4.34
279,751565350,9780751565360,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child, Parts One and Two","Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",3.75
280,61726834,9780061726840,Lauren Oliver,2011,Delirium,"Delirium (Delirium, #1)",3.99
281,385339704,9780385339700,John Grisham,1992,The Pelican Brief,The Pelican Brief,3.95
282,61139378,9780061139380,Neil Gaiman,2002,Coraline,Coraline,4.03
283,60853980,9780060853980,"Terry Pratchett, Neil Gaiman",1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4.25
284,140042598,9780140042600,Jack Kerouac,1955,On the Road,On the Road,3.64
285,1476729085,9781476729080,Graeme Simsion,2013,The Rosie Project,"The Rosie Project (Don Tillman, #1)",4.01
286,446579939,9780446579930,Nicholas Sparks,2008,The Lucky One,The Lucky One,4.1
287,451191153,9780451191150,"Ayn Rand, Leonard Peikoff",1943,The Fountainhead,The Fountainhead,3.85
288,425172902,9780425172900,Tom Clancy,1984,The Hunt for Red October,"The Hunt for Red October (Jack Ryan Universe, #4)",4.01
289,038039586X,9780380395870,Richard Adams,1972,Watership Down,"Watership Down (Watership Down, #1)",4.05
290,307886263,9780307886260,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),Is Everyone Hanging Out Without Me? (And Other Concerns),3.84
291,375414495,9780375414500,Abraham Verghese,2009,Cutting for Stone,Cutting for Stone,4.28
292,006112527X,9780061125270,"C.S. Lewis, Pauline Baynes",1951,The Voyage of the Dawn Treader,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",4.08
293,753453800,9780753453800,Robert Louis Stevenson,1882,Treasure Island,Treasure Island,3.82
294,1423140591,9781423140600,Rick Riordan,2011,The Son of Neptune ,"The Son of Neptune (The Heroes of Olympus, #2)",4.44
295,1451627289,9781451627280,Stephen King,2011,11/22/63,11/22/63,4.29
296,241003008,9780241003010,Eric Carle,1969,The Very Hungry Caterpillar,The Very Hungry Caterpillar Board Book,4.29
297,140285601,9780140285600,Kurt Vonnegut Jr.,1963,Cat's Cradle,Cat's Cradle,4.18
298,451528557,9780451528550,"H.G. Wells, Greg Bear, Carlo Pagetti",1895,The Time Machine,The Time Machine,3.87
300,385751060,9780385751060,John Boyne,2006,The Boy in the Striped Pyjamas,The Boy in the Striped Pajamas,4.1
301,1892295490,9781892295490,Joseph Conrad,1899,Heart of Darkness,Heart of Darkness,3.42
302,044654759X,9780446547600,Nicholas Sparks,2010,Safe Haven,Safe Haven,4.19
303,1582701709,9781582701710,Rhonda Byrne,2006,The Secret,"The Secret (The Secret, #1)",3.62
304,60987561,9780060987560,Wally Lamb,1998,I Know This Much Is True ,I Know This Much Is True,4.17
305,1416524347,9781416524340,Stephen King,1983,Pet Sematary,Pet Sematary,3.91
306,671021001,9780671021010,Wally Lamb,1992,She's Come Undone,She's Come Undone,3.84
307,756404738,9780756404730,Patrick Rothfuss,2011,The Wise Man's Fear,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",4.57
308,440241901,9780440241900,Sophie Kinsella,2003,Can You Keep a Secret?,Can You Keep a Secret?,3.83
309,1442403543,9781442403540,Cassandra Clare,2011,City of Fallen Angels,"City of Fallen Angels (The Mortal Instruments, #4)",4.16
310,743418174,9780743418170,Jennifer Weiner,2001,Good in Bed,"Good in Bed (Cannie Shapiro, #1)",3.7
311,380018179,9780380018180,Colleen McCullough,1977,The Thorn Birds,The Thorn Birds,4.22
312,60530928,9780060530920,"Neil Gaiman, Dave McKean",2008,The Graveyard Book,The Graveyard Book,4.12
313,1451681739,9781451681730,M.L. Stedman,2012,The Light Between Oceans,The Light Between Oceans,4.0
314,439709105,9780439709100,"Cornelia Funke, Anthea Bell",2003,Tintenherz,"Inkheart (Inkworld, #1)",3.86
315,91883768,9780091883770,"Spencer Johnson, Kenneth H. Blanchard",1998,Who Moved My Cheese?,Who Moved My Cheese?,3.74
316,307279464,9780307279460,Bill Bryson,1997,A Walk in the Woods,A Walk in the Woods,4.05
317,553279378,9780553279380,Maya Angelou,1969,I Know Why the Caged Bird Sings,I Know Why the Caged Bird Sings,4.19
318,61950726,9780061950730,Christina Baker Kline,2013,Orphan Train,Orphan Train,4.14
319,1442416866,9781442416860,Cassandra Clare,2012,City of Lost Souls,"City of Lost Souls (The Mortal Instruments, #5)",4.3
320,316204277,9780316204280,Maria Semple,2012,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",3.9
321,375806814,9780375806810,Wilson Rawls,1961,Where the Red Fern Grows,Where the Red Fern Grows,4.04
322,60557818,9780060557810,Neil Gaiman,1996,Neverwhere,Neverwhere,4.18
323,571224385,9780571224390,"Milan Kundera, Michael Henry Heim",1984,Nesnesitelná lehkost bytí,The Unbearable Lightness of Being,4.08
325,552135399,9780552135400,John Irving,1989,A Prayer for Owen Meany,A Prayer for Owen Meany,4.22
326,316182540,9780316182550,Janet Fitch,1999,White Oleander,White Oleander,3.93
327,039925675X,9780399256750,Marie Lu,2011,Legend,"Legend (Legend, #1)",4.19
328,743496728,9780743496730,Jodi Picoult,2007,Nineteen Minutes,Nineteen Minutes,4.1
329,1401323251,9781401323260,"Randy Pausch, Jeffrey Zaslow",2008,The Last Lecture,The Last Lecture,4.25
330,812511816,9780812511820,Robert Jordan,1990,The Eye of the World,"The Eye of the World (Wheel of Time, #1)",4.18
331,61150142,9780061150140,Jodi Picoult,1998,The Pact,The Pact,4.0
332,60764902,9780060764910,C.S. Lewis,1953,The magician's nephew,"The Magician's Nephew (Chronicles of Narnia, #6)",4.01
333,595440096,9780595440090,Lisa Genova,2007,Still Alice,Still Alice,4.3
334,425263916,9780425263910,Sylvia Day,2012,Reflected in You,"Reflected in You (Crossfire, #2)",4.33
335,375814248,9780375814240,"Roald Dahl, Quentin Blake",1961,James and the Giant Peach,James and the Giant Peach,3.99
336,446696617,9780446696620,James Patterson,2001,1st To Die,"1st to Die (Women's Murder Club, #1)",4.05
337,345453743,9780345453750,Douglas Adams,1996,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,The Ultimate Hitchhiker's Guide to the Galaxy,4.37
338,340896965,9780340896970,David Nicholls,2009,One Day,One Day,3.77
340,61969559,9780061969550,Pittacus Lore,2010,I Am Number Four,"I Am Number Four (Lorien Legacies, #1)",3.94
341,140275363,9780140275360,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",-750,Ἰλιάς,The Iliad,3.83
342,316228532,9780316228530,J.K. Rowling,2012,The Casual Vacancy,The Casual Vacancy,3.28
343,385339690,9780385339700,John Grisham,1996,The Runaway Jury,The Runaway Jury,3.96
344,316777730,9780316777740,David Sedaris,1997,Naked,Naked,4.08
345,375840400,9780375840400,Christopher Paolini,2005,Eldest,"Eldest (The Inheritance Cycle, #2)",3.96
346,140621679,9780140621680,"L. Frank Baum, W.W. Denslow",1900,The Wonderful Wizard of Oz,"The Wonderful Wizard of Oz (Oz, #1)",3.98
347,000720230X,9780007202300,C.S. Lewis,1951,Prince Caspian: The Return to Narnia,"Prince Caspian (Chronicles of Narnia, #2)",3.96
349,450031063,9780450031070,Stephen King,1975,Salem's Lot,'Salem's Lot,3.99
350,679785892,9780679785900,"Hunter S. Thompson, Ralph Steadman",1971,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Fear and Loathing in Las Vegas,4.08
351,1416975888,9781416975880,Cassandra Clare,2011,Clockwork Prince,"Clockwork Prince (The Infernal Devices, #2)",4.46
352,62268341,9780062268340,Amy Poehler,2014,Yes Please,Yes Please,3.81
353,743477553,9780743477550,William Shakespeare,1603,"The Tragedy of Othello, The Moor of Venice",Othello,3.88
354,1400033411,9781400033420,Toni Morrison,1987,Beloved,Beloved,3.77
355,015206396X,9780152063960,Kristin Cashore,2008,Graceling,"Graceling (Graceling Realm, #1)",4.1
356,439206472,9780439206470,"Lemony Snicket, Brett Helquist",1999,The Bad Beginning,"The Bad Beginning (A Series of Unfortunate Events, #1)",3.89
357,449213943,9780449213940,"Erich Maria Remarque, A.W. Wheen",1929,Im Westen nichts Neues,All Quiet on the Western Front,3.92
358,679805273,9780679805270,Dr. Seuss,1990,"Oh, the Places You'll Go!","Oh, The Places You'll Go!",4.34
359,159463176X,9781594631760,Khaled Hosseini,2012,And The Mountains Echoed,And the Mountains Echoed,4.03
360,345404475,9780345404470,"Philip K. Dick, Roger Zelazny",1968,Do Androids Dream of Electric Sheep?,Do Androids Dream of Electric Sheep?,4.08
361,141439742,9780141439750,"Charles Dickens, George Cruikshank, Philip Horne",1838,Oliver Twist,Oliver Twist,3.85
362,60652896,9780060652890,C.S. Lewis,1942,A Grief Observed,The Screwtape Letters,4.21
363,525423273,9780525423270,Stephanie Perkins,2010,Anna and the French Kiss,"Anna and the French Kiss (Anna and the French Kiss, #1)",4.08
364,7173040,9780007173040,Dr. Seuss,1957,How the Grinch Stole Christmas!,How the Grinch Stole Christmas!,4.36
365,1401207928,9781401207920,"Alan Moore, David   Lloyd",1990,V for Vendetta,V for Vendetta,4.25
366,743223136,9780743223130,David McCullough,2001,John Adams,John Adams,4.05
367,553384287,9780553384280,Dean Koontz,2003,Odd Thomas,"Odd Thomas (Odd Thomas, #1)",3.94
368,679879250,9780679879250,Philip Pullman,1997,The Subtle Knife,"The Subtle Knife (His Dark Materials, #2)",4.1
369,439488400,9780439488400,Jerry Spinelli,2000,Stargirl,"Stargirl (Stargirl, #1)",3.74
370,1423113381,9781423113390,Rick Riordan,2010,The Red Pyramid,"The Red Pyramid (Kane Chronicles, #1)",4.06
371,441788386,9780441788380,Robert A. Heinlein,1961,Stranger in a Strange Land,Stranger in a Strange Land,3.91
372,965904830,9780965904830,David Sedaris,2004,Dress Your Family in Corduroy and Denim,Dress Your Family in Corduroy and Denim,4.08
373,141311371,9780141311370,"Roald Dahl, Quentin Blake",1982,The BFG,The BFG,4.22
374,076790818X,9780767908180,Bill Bryson,2003,A Short History of Nearly Everything,A Short History of Nearly Everything,4.19
375,439227143,9780439227150,Jack London,1903,The Call of the Wild,The Call of the Wild,3.83
376,385738773,9780385738770,James Dashner,2011,The Death Cure,"The Death Cure (Maze Runner, #3)",3.77
377,61142026,9780061142020,Neil Gaiman,1999,Stardust,Stardust,4.07
378,618485228,9780618485220,Jhumpa Lahiri,2003,The Namesake,The Namesake,3.96
379,670022411,9780670022410,Deborah Harkness,2011,A Discovery of Witches,"A Discovery of Witches (All Souls Trilogy, #1)",3.99
380,375704027,9780375704020,"Haruki Murakami, Jay Rubin",1987,ノルウェイの森 [Noruwei no Mori],Norwegian Wood,4.02
381,446672211,9780446672210,Billie Letts,1995,Where the Heart Is,Where the Heart Is,4.0
382,525421580,9780525421580,"John Green, David Levithan",2010,"Will Grayson, Will Grayson","Will Grayson, Will Grayson",3.84
383,307276902,9780307276900,James Frey,2003,A Million Little Pieces,A Million Little Pieces,3.62
384,1595141758,9781595141750,Richelle Mead,2008,Frostbite,"Frostbite (Vampire Academy, #2)",4.3
385,307352145,9780307352150,Susan Cain,2012,Quiet: The Power of Introverts in a World that Can't Stop Talking,Quiet: The Power of Introverts in a World That Can't Stop Talking,4.04
386,440439884,9780440439880,Scott O'Dell,1960,Island of the Blue Dolphins,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",3.8
387,142437336,9780142437340,"Arthur Miller, Christopher Bigsby",1953,The Crucible,The Crucible,3.55
388,689840926,9780689840920,Gary Paulsen,1986,Hatchet,"Hatchet (Brian's Saga, #1)",3.68
389,076531178X,9780765311790,Brandon Sanderson,2006,Mistborn : The Final Empire,"The Final Empire (Mistborn, #1)",4.43
390,451528956,9780451528960,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886,The Strange Case of Dr Jekyll and Mr Hyde,The Strange Case of Dr. Jekyll and Mr. Hyde,3.79
391,679889108,9780679889110,Dr. Seuss,1971,The Lorax,The Lorax,4.35
392,810993139,9780810993140,Jeff Kinney,2004,Greg Heffley's Journal,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",3.96
393,1599906953,9781599906960,Sarah J. Maas,2012,Throne of Glass,"Throne of Glass (Throne of Glass, #1)",4.24
394,1595141979,9781595141970,Richelle Mead,2008,Shadow Kiss,"Shadow Kiss (Vampire Academy, #3)",4.37
395,684803356,9780684803360,Ernest Hemingway,1940,For Whom the Bell Tolls,For Whom the Bell Tolls,3.95
396,345505336,9780345505330,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet,Hotel on the Corner of Bitter and Sweet,3.98
397,140120831,9780140120840,"Patrick Süskind, John E. Woods",1985,Das Parfum. Die Geschichte eines Mörders,Perfume: The Story of a Murderer,4.0
398,60838582,9780060838580,Eric Schlosser,2001,Fast Food Nation : The Dark Side of the All-American Meal ,Fast Food Nation: The Dark Side of the All-American Meal,3.73
399,747599874,9780747599880,J.K. Rowling,2007,The Tales of Beedle the Bard,The Tales of Beedle the Bard,4.06
400,441569595,9780441569600,William Gibson,1984,Neuromancer,Neuromancer,3.88
401,99910101,9780099910110,Ernest Hemingway,1929,A Farewell to Arms,A Farewell to Arms,3.79
402,553212281,9780553212280,Edgar Allan Poe,1843,The Tell-Tale Heart,The Tell-Tale Heart and Other Writings,4.15
403,1590302257,9781590302260,"Sun Tzu, Thomas Cleary",-500,孫子兵法 [Sūnzi bīngfǎ],The Art of War,3.95
404,385344228,9780385344230,William Landay,2012,Defending Jacob,Defending Jacob,3.97
405,385334206,9780385334200,Kurt Vonnegut Jr.,1973,Breakfast of Champions,Breakfast of Champions,4.08
406,874774241,9780874774240,Betty Edwards,1979,Drawing on the Right Side of the Brain,The New Drawing on the Right Side of the Brain,3.84
407,60838728,9780060838720,Ann Patchett,2001,Bel Canto,Bel Canto,3.92
408,739467352,9780739467350,Jared Diamond,1997,"Guns, Germs, and Steel: The Fates of Human Societies","Guns, Germs, and Steel: The Fates of Human Societies",4.0
409,375508414,9780375508420,Fannie Flagg,1987,Fried Green Tomatoes at the Whistle Stop Cafe,Fried Green Tomatoes at the Whistle Stop Cafe,4.26
410,385474547,9780385474540,Chinua Achebe,1958,Things Fall Apart,"Things Fall Apart (The African Trilogy, #1)",3.61
411,385338694,9780385338690,Sophie Kinsella,2005,The Undomestic Goddess,The Undomestic Goddess,3.82
412,1881273156,9781881273160,Gary Chapman,1990,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,4.23
414,1416589643,9781416589650,Chris Cleave,2008,The Other Hand,Little Bee,3.7
415,031253275X,9780312532760,Alyson Noel,2009,Evermore,"Evermore (The Immortals, #1)",3.59
416,590032496,9780590032490,"Roald Dahl, Quentin Blake",1983,The Witches,The Witches,4.17
417,743298020,9780743298020,Diane Setterfield,2006,The Thirteenth Tale,The Thirteenth Tale,3.95
418,1595142509,9781595142500,Richelle Mead,2010,Spirit Bound,"Spirit Bound (Vampire Academy, #5)",4.37
419,1595141987,9781595141990,Richelle Mead,2009,Blood Promise,"Blood Promise (Vampire Academy, #4)",4.35
420,446676071,9780446676080,Nicholas Sparks,1998,Message in a Bottle,Message in a Bottle,3.95
421,345521307,9780345521310,Paula McLain,2011,The Paris Wife,The Paris Wife,3.79
422,545044251,9780545044260,J.K. Rowling,1998,Complete Harry Potter Boxed Set,"Harry Potter Boxset (Harry Potter, #1-7)",4.74
423,62059963,9780062059960,Kiera Cass,2013,The Elite,"The Elite (The Selection, #2)",4.02
424,156001314,9780156001310,"Umberto Eco, William Weaver, Seán Barrett",1980,Il nome della rosa,The Name of the Rose,4.11
425,1416914633,9781416914630,"Beatrice Sparks, Anonymous",1971,Go Ask Alice,Go Ask Alice,3.77
426,802130208,9780802130200,"John Kennedy Toole, Walker Percy",1980,A Confederacy of Dunces,A Confederacy of Dunces,3.89
427,158049580X,9781580495810,Oscar Wilde,1895,The Importance of Being Earnest,The Importance of Being Earnest,4.17
